scene_id,scene_number,location,time_of_day,speaker,text,normalized_text,sentiment,sentiment_score,word_count
S0021,21,موقع غير محدد,نهار,مدحت,انا عايزك تتشغلي ودماغك يبقى فيها 100 حاجة وانتي في بيتي ... مش ان الاوان بقى,انا عايزك تتشغلي ودماغك يبقي فيها 100 حاجه وانتي في بيتي .. مش ان الاوان بقي,unknown,0.0,14
S0021,21,موقع غير محدد,نهار,نهال,تقصد ايه ؟,تقصد ايه ؟,unknown,0.0,3
S0021,21,موقع غير محدد,نهار,مدحت,عايزين نتجوز بقى يا نهال وهي تبتعد لتجلس بجوار اميرة,عايزين نتجوز بقي يا نهال وهي تبتعد لتجلس بجوار اميره,unknown,0.0,10
S0021,21,موقع غير محدد,نهار,نهال,مش وقته يا مدحت .. انا عندي مشاكل في الشغل وانت عارف .. وطول ما انا مش في صفحة الفن .. انا مش هقدر اخد اي خطوة في حياتي,مش وقته يا مدحت .. انا عندي مشاكل في الشغل وانت عارف .. وطول ما انا مش في صفحه الفن .. انا مش هقدر اخد اي خطوه في حياتي,unknown,0.0,26
S0021,21,موقع غير محدد,نهار,مدحت,وانا بقى هفضل مربوط بصفحة الفن .. ما انا برضه مش عايز ابقى في الاداب .. ولولا اللي انتي عارفاه .. كان زماني بينت امارة وبقى ليا عين وانا بطلب نقلي .. لكن عشان انتي اهم .. اديني زي ما انا تنكس اميرة عينيها بينما تغمض نهال عينيها وتأخذ نفسا عميقا وتعود لتفتحها,وانا بقي هفضل مربوط بصفحه الفن .. ما انا برضه مش عايز ابقي في الاداب .. ولولا اللي انتي عارفاه .. كان زماني بينت اماره وبقي ليا عين وانا بطلب نقلي .. لكن عشان انتي اهم .. اديني زي ما انا تنكس اميره عينيها بينما تغمض نهال عينيها وتاخذ نفسا عميقا وتعود لتفتحها,unknown,0.0,48
S0021,21,موقع غير محدد,نهار,نهال,اتفق مع ماما يا مدحت على الميعاد اللي يناسبك .. وانا موافقة,اتفق مع ماما يا مدحت علي الميعاد اللي يناسبك .. وانا موافقه,unknown,0.0,11
S0021,21,موقع غير محدد,نهار,مدحت,لا يا نهال .. انتي حددي الميعاد اللي يناسبك وبلغيني .. عن اذنك يتجه مدحت ليخرج فتربت اميرة على يد نهال,لا يا نهال .. انتي حددي الميعاد اللي يناسبك وبلغيني .. عن اذنك يتجه مدحت ليخرج فتربت اميره علي يد نهال,unknown,0.0,19
S0021,21,موقع غير محدد,نهار,اميرة,انا مش عارفه اقولك ايه ؟,انا مش عارفه اقولك ايه ؟,unknown,0.0,6
S0021,21,موقع غير محدد,نهار,نهال,ما تقوليش حاجة .. بس ممكن تسبيني لوحدي ؟,ما تقوليش حاجه .. بس ممكن تسبيني لوحدي ؟,unknown,0.0,8
S0022,22,موقع غير محدد,نهار,اميرة,ما مشتش ليه ؟,ما مشتش ليه ؟,unknown,0.0,4
S0022,22,موقع غير محدد,نهار,مدحت,كنت متفق مع طارق هيفوت عليا .. زمانه على وصول,كنت متفق مع طارق هيفوت عليا .. زمانه علي وصول,unknown,0.0,9
S0022,22,موقع غير محدد,نهار,اميرة,ياااه .. بقالي كتير ما شوفتوش .. من ساعة ما بقى شيخ .. رايح فين ؟,يااه .. بقالي كتير ما شوفتوش .. من ساعه ما بقي شيخ .. رايح فين ؟,unknown,0.0,13
S0022,22,موقع غير محدد,نهار,مدحت,هنتغدا .. تيجي معانا ؟,هنتغدا .. تيجي معانا ؟,unknown,0.0,4
S0022,22,موقع غير محدد,نهار,اميرة,يا ريت .. لا عايزة اروح لرأفت ولا عايز اروح البيت يشير لها ان تركب بينما ينظر امامه بينما نسمع صوت لاسلكي الشرطة يتحدث ويتناوله مدحت ليتحدث فيه,يا ريت .. لا عايزه اروح لرافت ولا عايز اروح البيت يشير لها ان تركب بينما ينظر امامه بينما نسمع صوت لاسلكي الشرطه يتحدث ويتناوله مدحت ليتحدث فيه,unknown,0.0,27
S0022,22,موقع غير محدد,نهار,طارق  وصل اهو,يقترب طارق منهم وينظر الى اميرة بشوق واضح,يقترب طارق منهم وينظر الي اميره بشوق واضح,unknown,0.0,8
S0022,22,موقع غير محدد,نهار,مدحت,انا اسف يا جماعة .. مضطر اسيبكوا .. محتاجني في المديرية يدير مدحت السيارة وينطلق تاركا اميرة وطارق,انا اسف يا جماعه .. مضطر اسيبكوا .. محتاجني في المديريه يدير مدحت السياره وينطلق تاركا اميره وطارق,unknown,0.0,16
S0022,22,موقع غير محدد,نهار,طارق,تحبي نتغدا فين .. خلي بالك .. انا بقى معايا فلوس فاختاري اي حتة تبتسم اميرة بشدة وهي تنظر له بحب,تحبي نتغدا فين .. خلي بالك .. انا بقي معايا فلوس فاختاري اي حته تبتسم اميره بشده وهي تنظر له بحب,unknown,0.0,19
S0023,23,موقع غير محدد,نهار,غرفة سنقر,تجلس سمرة على الارض مذهولة بينما يقرأ لها سنقر من الكتاب,تجلس سمره علي الارض مذهوله بينما يقرا لها سنقر من الكتاب,unknown,0.0,11
S0023,23,موقع غير محدد,نهار,سمرة,اعوذ بالله من الشيطان الرجيم .. اعوذ بالله من الشيطان الرجيم,اعوذ بالله من الشيطان الرجيم .. اعوذ بالله من الشيطان الرجيم,unknown,0.0,10
S0023,23,موقع غير محدد,نهار,سنقر,وكل يوم يا ستي يتكتب جديد,وكل يوم يا ستي يتكتب جديد,unknown,0.0,6
S0023,23,موقع غير محدد,نهار,سمرة,تاخد كام في الكتاب ده يا سنقر ؟,تاخد كام في الكتاب ده يا سنقر ؟,unknown,0.0,8
S0023,23,موقع غير محدد,نهار,سنقر,كام ايه يا سمرة .. ده كنز ما تقدريش على تمنه,كام ايه يا سمره .. ده كنز ما تقدريش علي تمنه,unknown,0.0,10
S0023,23,موقع غير محدد,نهار,سنقر,سمرة بلاش  عوق .. هطلعلك حسنة .. لكن طماع انا بقى اللي هبطح نفسي عليك,سمره بلاش  عوق .. هطلعلك حسنه .. لكن طماع انا بقي اللي هبطح نفسي عليك,unknown,0.0,13
S0023,23,موقع غير محدد,نهار,سمرة,ربك كريم .. يعجل ببطحك ان شاء الله,ربك كريم .. يعجل ببطحك ان شاء الله,unknown,0.0,7
S0023,23,موقع غير محدد,نهار,مطعم,يجلس اميرة وطارق يتناولا الطعام,يجلس اميره وطارق يتناولا الطعام,unknown,0.0,5
S0023,23,موقع غير محدد,نهار,اميرة,احنا جعانين للدرجة دي ؟؟ احنا بقالنا ربع ساعه ما بنتكلمش,احنا جعانين للدرجه دي ؟؟ احنا بقالنا ربع ساعه ما بنتكلمش,unknown,0.0,11
S0023,23,موقع غير محدد,نهار,طارق,عشان انتي عارفة لو اتكلمنا هنقول ايه يا اميرة ؟,عشان انتي عارفه لو اتكلمنا هنقول ايه يا اميره ؟,unknown,0.0,10
S0023,23,موقع غير محدد,نهار,اميرة,هنقول ايه يا طارق ؟,هنقول ايه يا طارق ؟,unknown,0.0,5
S0023,23,موقع غير محدد,نهار,طارق,انتي بتحبي رافت ؟ تصمت اميرة وتترك المعلقة من يدها,انتي بتحبي رافت ؟ تصمت اميره وتترك المعلقه من يدها,unknown,0.0,10
S0023,23,موقع غير محدد,نهار,اميرة,رافت بيحبني جدا يا طارق .. وانت عارف كده,رافت بيحبني جدا يا طارق .. وانت عارف كده,unknown,0.0,8
S0023,23,موقع غير محدد,نهار,طارق,انا  بسالك انتي عمرك حبتي رأفت ؟,انا  بسالك انتي عمرك حبتي رافت ؟,unknown,0.0,7
S0023,23,موقع غير محدد,نهار,اميرة,انت عايز ايه يا طارق ؟,انت عايز ايه يا طارق ؟,unknown,0.0,6
S0023,23,موقع غير محدد,نهار,طارق,مش عايز حاجة .. وانا من امتى اي حاجة بعوزها باخدها تتنهد اميرة وهي تنظر الى عينيه,مش عايز حاجه .. وانا من امتي اي حاجه بعوزها باخدها تتنهد اميره وهي تنظر الي عينيه,unknown,0.0,16
S0023,23,موقع غير محدد,نهار,اميرة,هعدلك الكلام اللي قولتهولك واحنا لسه في ثانوي .. انا الفقر كسرني يا طارق .. وما صدقت لقيت فرصة تصلب طولي .. لو عندي رفاهية الاختيار .. مش هكون لغيرك .. رغم حركة نور الخيبة اللي انت عملتها,هعدلك الكلام اللي قولتهولك واحنا لسه في ثانوي .. انا الفقر كسرني يا طارق .. وما صدقت لقيت فرصه تصلب طولي .. لو عندي رفاهيه الاختيار .. مش هكون لغيرك .. رغم حركه نور الخيبه اللي انت عملتها,unknown,0.0,33
S0023,23,موقع غير محدد,نهار,طارق,حركة نور الخيبة دي انا عاملتها  عشان رافت لملحلي انه عارف اني بحبك,حركه نور الخيبه دي انا عاملتها  عشان رافت لملحلي انه عارف اني بحبك,unknown,0.0,13
S0023,23,موقع غير محدد,نهار,اميرة,عارف ؟,عارف ؟,unknown,0.0,2
S0023,23,موقع غير محدد,نهار,طارق,ما اعرفش .. كان تلميح وشك وكنت لازم اقتله .. لكن اكيد نور عمرها ما كانت تنفعلي,ما اعرفش .. كان تلميح وشك وكنت لازم اقتله .. لكن اكيد نور عمرها ما كانت تنفعلي,unknown,0.0,15
S0023,23,موقع غير محدد,نهار,اميرة,عموما يا طارق .. طول ما انا وانت فقرا ... عمرنا ما هنقدر نختار ..,عموما يا طارق .. طول ما انا وانت فقرا .. عمرنا ما هنقدر نختار ..,unknown,0.0,12
S0023,23,موقع غير محدد,نهار,اميرة,اوعى تفتكر ان الفلوس اللي بتدخلك من شرايط الخطب دي فلوس يا طارق يصمت طارق فتنظر له اميرة,اوعي تفتكر ان الفلوس اللي بتدخلك من شرايط الخطب دي فلوس يا طارق يصمت طارق فتنظر له اميره,unknown,0.0,18
S0024,24,موقع غير محدد,ليل,نور,حسين يا يعقوب .. ايام الجامعة لما كنت اخوانجي في الاستخباية .. وجيت تحجبني .. عرفت ان ماليش في السكة دي .. ده غير ان حجاب ايه يا اهبل انت .. ده همه فيلمين كل  دور قد كده .. وفيديو اغنية .. هتستفاد ايه من حجابي,حسين يا يعقوب .. ايام الجامعه لما كنت اخوانجي في الاستخبايه .. وجيت تحجبني .. عرفت ان ماليش في السكه دي .. ده غير ان حجاب ايه يا اهبل انت .. ده همه فيلمين كل  دور قد كده .. وفيديو اغنيه .. هتستفاد ايه من حجابي,unknown,0.0,39
S0024,24,موقع غير محدد,ليل,حسين,ومين قالك اني عايزك انتي اللي تتحجبي ؟,ومين قالك اني عايزك انتي اللي تتحجبي ؟,unknown,0.0,8
S0024,24,موقع غير محدد,ليل,نور,عروستي ؟,عروستي ؟,unknown,0.0,2
S0024,24,موقع غير محدد,ليل,حسين,يا ستي .. انا عايزك تشوفيلي مين في الوسط اعصابها تعبانة .. نفسيتها تعبانة .. مين منهم بتشاور عقلها .. مين بتحضر دروس عند هناء ثروت .. كده وتقوليلي,يا ستي .. انا عايزك تشوفيلي مين في الوسط اعصابها تعبانه .. نفسيتها تعبانه .. مين منهم بتشاور عقلها .. مين بتحضر دروس عند هناء ثروت .. كده وتقوليلي,unknown,0.0,24
S0024,24,موقع غير محدد,ليل,نور,الكلام ده لحساب مين ؟ امن الدولة ولا صفوت الشريف ؟ ولا شيخ من شيوخ الخليج,الكلام ده لحساب مين ؟ امن الدوله ولا صفوت الشريف ؟ ولا شيخ من شيوخ الخليج,unknown,0.0,16
S0024,24,موقع غير محدد,ليل,حسين,ولا ده ولا ده ولا ده ..  انتي مش يهمك  امر طارق يحى,ولا ده ولا ده ولا ده ..  انتي مش يهمك  امر طارق يحي,unknown,0.0,12
S0024,24,موقع غير محدد,ليل,حسين,بكره تعرفي .. ها اكل ولا بحلقة تنظر له نور قليلا وهي تفكر,بكره تعرفي .. ها اكل ولا بحلقه تنظر له نور قليلا وهي تفكر,unknown,0.0,12
S0024,24,موقع غير محدد,ليل,حسين,نعم ؟,نعم ؟,unknown,0.0,2
S0024,24,موقع غير محدد,ليل,نور,زي ما سمعت .. كل اللي فوق منفدين على بعض .. بدقون من غير كله منفد على بعضه .. هساعدك .. بس انت خلي اللي باعتك يساعدني,زي ما سمعت .. كل اللي فوق منفدين علي بعض .. بدقون من غير كله منفد علي بعضه .. هساعدك .. بس انت خلي اللي باعتك يساعدني,unknown,0.0,23
S0025,25,موقع غير محدد,ليل,اميرة,على حسب اللي عايزة تتكلمي فيه ؟,علي حسب اللي عايزه تتكلمي فيه ؟,unknown,0.0,7
S0025,25,موقع غير محدد,ليل,سمرة,انتي بتشتغلي في كباريه ؟ تعتدل اميرة لتنظر الى سمرة,انتي بتشتغلي في كباريه ؟ تعتدل اميره لتنظر الي سمره,unknown,0.0,10
S0025,25,موقع غير محدد,ليل,اميرة,وانتي عرفتي منين ؟,وانتي عرفتي منين ؟,unknown,0.0,4
S0025,25,موقع غير محدد,ليل,سمرة,عرفت من مطرح ما عرفت,عرفت من مطرح ما عرفت,unknown,0.0,5
S0025,25,موقع غير محدد,ليل,اميرة,طيب بتهيالي انتي اخر واحدة ممكن تحاسبيني على اي حاجة .. وما تخافيش انا لا بشتغل رقاصة ولا بشتغل مموس,طيب بتهيالي انتي اخر واحده ممكن تحاسبيني علي اي حاجه .. وما تخافيش انا لا بشتغل رقاصه ولا بشتغل مموس,unknown,0.0,19
S0025,25,موقع غير محدد,ليل,سمرة,انا عرفت كمان انك عارفة كل حاجة عني,انا عرفت كمان انك عارفه كل حاجه عني,unknown,0.0,8
S0025,25,موقع غير محدد,ليل,اميرة,واضح انك اطلعتي على الغيب النهارده تكمل سمرة وكأنها لا تسمع اميرة,واضح انك اطلعتي علي الغيب النهارده تكمل سمره وكانها لا تسمع اميره,unknown,0.0,12
S0025,25,موقع غير محدد,ليل,سمرة,انا عملت كل حاجة غلط في حياتي يا اميرة .. الا حاجة واحدة بس اني افرط فيكي او في شرفك او اسيب حد يمس منك شعرة,انا عملت كل حاجه غلط في حياتي يا اميره .. الا حاجه واحده بس اني افرط فيكي او في شرفك او اسيب حد يمس منك شعره,unknown,0.0,25
S0025,25,موقع غير محدد,ليل,اميرة,امة بالله عليكي .. انا مقضية يوم قرف .. ماليش مزاج اسمع اسطوانة الحنية اللي انتي مدوراها دي .. فسيبيني انام تنهض سمرة وتتركها لتتجه الى الباب وتفتحه ثم تستدير لتنظر اليها,امه بالله عليكي .. انا مقضيه يوم قرف .. ماليش مزاج اسمع اسطوانه الحنيه اللي انتي مدوراها دي .. فسيبيني انام تنهض سمره وتتركها لتتجه الي الباب وتفتحه ثم تستدير لتنظر اليها,unknown,0.0,29
S0025,25,موقع غير محدد,ليل,سمرة,عايزة اقولك حاجة تانية كمان  .. انا مش هسمح اني اكون سبب في اذيتك .. او ان شغلنتي دي تكون طوبة في طريق مستقبلك تخرج سمرة من الباب تاركة اميرة مندهشة,عايزه اقولك حاجه تانيه كمان  .. انا مش هسمح اني اكون سبب في اذيتك .. او ان شغلنتي دي تكون طوبه في طريق مستقبلك تخرج سمره من الباب تاركه اميره مندهشه,unknown,0.0,29
S0025,25,موقع غير محدد,ليل,سمرة اتجننت,تسند اميرة راسها على ظهر السرير وتتذكر صوت طارق,تسند اميره راسها علي ظهر السرير وتتذكر صوت طارق,unknown,0.0,9
S0025,25,موقع غير محدد,ليل,صوت طارق,انا  بسالك انتي عمرك حبتي رأفت ؟,انا  بسالك انتي عمرك حبتي رافت ؟,unknown,0.0,7
S0025,25,موقع غير محدد,ليل,اميرة,الو .. طارق .. كويس انك صاحي .. السؤال اللي انت سالتهوني الصبح مخليني مش جايلي نوم .. وكنت عايزة اجاوبك ..  لا يا طارق عمري ما حبيته,الو .. طارق .. كويس انك صاحي .. السؤال اللي انت سالتهوني الصبح مخليني مش جايلي نوم .. وكنت عايزه اجاوبك ..  لا يا طارق عمري ما حبيته,unknown,0.0,23
S0026,26,موقع غير محدد,ليل,رأفت,الحيوان  ده ما اتصلش ليه ؟,الحيوان  ده ما اتصلش ليه ؟,unknown,0.0,6
S0027,27,موقع غير محدد,نهار,غرفة سنقر,نرى سنقر ملقى على الارض والدماء تنزف من رأسه بشدة,نري سنقر ملقي علي الارض والدماء تنزف من راسه بشده,unknown,0.0,10
S0029,29,موقع غير محدد,نهار,اميرة,السؤال ده يخص القضية في ايه,السؤال ده يخص القضيه في ايه,unknown,0.0,6
S0029,29,موقع غير محدد,نهار,اميرة,واحنا ايه العشم والود اللي بينا .. يخليك تسأل سؤال  زي  ده ؟,واحنا ايه العشم والود اللي بينا .. يخليك تسال سؤال  زي  ده ؟,unknown,0.0,12
S0029,29,موقع غير محدد,نهار,انا هجاوبك,ينظر لها الخمس اصدقاء باستغراب,ينظر لها الخمس اصدقاء باستغراب,unknown,0.0,5
S0029,29,موقع غير محدد,نهار,نور,اه احنا كنا نعرف ابوك .. ومعرفة طويلة قوي كمان .. وانا كنت مراته .. وكل واحد فينا راح لحال سبيله ..,اه احنا كنا نعرف ابوك .. ومعرفه طويله قوي كمان .. وانا كنت مراته .. وكل واحد فينا راح لحال سبيله ..,unknown,0.0,18
S0029,29,موقع غير محدد,نهار,لؤي,والدتي الله يرحمها قبل ما تموت ..,والدتي الله يرحمها قبل ما تموت ..,unknown,0.0,6
S0029,29,موقع غير محدد,نهار,مدحت,دي هتقلب قعدة نسوان بقى,دي هتقلب قعده نسوان بقي,unknown,0.0,5
S0029,29,موقع غير محدد,نهار,لؤي,قالتلي ان واحد فيكوا هو اللي قتل ابويا,قالتلي ان واحد فيكوا هو اللي قتل ابويا,unknown,0.0,8
S0029,29,موقع غير محدد,نهار,طارق,وما قدمتش اتهام رسمي ليه ضدنا,وما قدمتش اتهام رسمي ليه ضدنا,unknown,0.0,6
S0029,29,موقع غير محدد,نهار,لؤي,عشان لسه ما عيش دليل,عشان لسه ما عيش دليل,unknown,0.0,5
S0029,29,موقع غير محدد,نهار,رأفت,مش غريبة قوي قعدة الصراحة  اللي انت عاملهالنا دي .. كان الاسلم ان ما تقولناش لو ناوي تدور على دليل,مش غريبه قوي قعده الصراحه  اللي انت عاملهالنا دي .. كان الاسلم ان ما تقولناش لو ناوي تدور علي دليل,unknown,0.0,19
S0029,29,موقع غير محدد,نهار,لؤي,ده اللي كان هيحصل .. لولا اني قابلت ابنكوا .. وقالي لو عايز تعرف الحقيقه ركز مع امي وصاحبتها .. فحبيت كل حاجة تبقى على ميا بيضا .. عشان واضح ان بينا طريق طويل,ده اللي كان هيحصل .. لولا اني قابلت ابنكوا .. وقالي لو عايز تعرف الحقيقه ركز مع امي وصاحبتها .. فحبيت كل حاجه تبقي علي ميا بيضا .. عشان واضح ان بينا طريق طويل,unknown,0.0,30
S0029,29,موقع غير محدد,نهار,اميرة,امجد ؟ يطرق احدهم على الباب  فيدخل امين شرطة,امجد ؟ يطرق احدهم علي الباب  فيدخل امين شرطه,unknown,0.0,9
S0029,29,موقع غير محدد,نهار,الامين,الترحيلة جاهزة يا لؤي باشا,الترحيله جاهزه يا لؤي باشا,unknown,0.0,5
S0029,29,موقع غير محدد,نهار,لؤي,اتفضلوا .. وهنتقابل كتير ينظر له الاصدقاء قليلا ثم ينهض واحد تلو الاخر ويتجهوا الى الباب على رأسهم رأفت على كرسيه المتحرك بينما تظل نهالى الى النهاية جالسة تنظر الى لؤي,اتفضلوا .. وهنتقابل كتير ينظر له الاصدقاء قليلا ثم ينهض واحد تلو الاخر ويتجهوا الي الباب علي راسهم رافت علي كرسيه المتحرك بينما تظل نهالي الي النهايه جالسه تنظر الي لؤي,unknown,0.0,30
S0029,29,موقع غير محدد,نهار,نهال,ما عنديش دليل على ان ما فيش حد فينا قتل والدك .. لكن عندي امانة المفروض كنت اسلمها لوالدتك لولا ظروف حصلتلي ثم تمسك ورقة  وقلم وتكتب اسم بنك  ورقم خزنة ثم تتناول حقيبتها لتخرج ميدلية مفاتيحها وتخرج منها مفتاح ما وتضعه بجوار الورقة,ما عنديش دليل علي ان ما فيش حد فينا قتل والدك .. لكن عندي امانه المفروض كنت اسلمها لوالدتك لولا ظروف حصلتلي ثم تمسك ورقه  وقلم وتكتب اسم بنك  ورقم خزنه ثم تتناول حقيبتها لتخرج ميدليه مفاتيحها وتخرج منها مفتاح ما وتضعه بجوار الورقه,unknown,0.0,43
S0030,30,موقع غير محدد,نهار,اميرة,انت قولت حاجة لامجد يا رافت ؟,انت قولت حاجه لامجد يا رافت ؟,unknown,0.0,7
S0030,30,موقع غير محدد,نهار,رأفت,حاجة زي ايه ؟,حاجه زي ايه ؟,unknown,0.0,4
S0030,30,موقع غير محدد,نهار,رأفت,واحنا اللي يخصنا .. ينفع يتحكي يا اميرة ... ويتحكي لمين لعيالنا,واحنا اللي يخصنا .. ينفع يتحكي يا اميره .. ويتحكي لمين لعيالنا,unknown,0.0,10
S0030,30,موقع غير محدد,نهار,اميرة,امال ايه اللي ابن سليم بيقولوا ده .. عرف منين امجد حاجة زي كده ؟,امال ايه اللي ابن سليم بيقولوا ده .. عرف منين امجد حاجه زي كده ؟,unknown,0.0,14
S0032,32,بداية الفلاش باك,ليل,خيري,وسكنتهم ؟,وسكنتهم ؟,unknown,0.0,2
S0032,32,بداية الفلاش باك,ليل,حسين,يا خيري باشا .. كله تمام .. سيادتك تؤمر بس,يا خيري باشا .. كله تمام .. سيادتك تؤمر بس,unknown,0.0,8
S0032,32,بداية الفلاش باك,ليل,خيري,الامر لله .. مالكش اخ عايز يسافر الكويت,الامر لله .. مالكش اخ عايز يسافر الكويت,unknown,0.0,7
S0032,32,بداية الفلاش باك,ليل,خيري,ياريت .. عن اذنك بقى ينزل حسين من السيارة فتنطلق السيارة مبتعدة,ياريت .. عن اذنك بقي ينزل حسين من السياره فتنطلق السياره مبتعده,unknown,0.0,11
S0033,33,موقع غير محدد,ليل,رأفت,اونكل خيري يااه ده  انا قربت انسى شكلك ... ثم يتجه اليه بينما ينهض خيري ليحتضنه بحب حقيقي واضح  ثم يجلس بجواره,اونكل خيري يااه ده  انا قربت انسي شكلك .. ثم يتجه اليه بينما ينهض خيري ليحتضنه بحب حقيقي واضح  ثم يجلس بجواره,unknown,0.0,21
S0033,33,موقع غير محدد,ليل,خيري,الدنيا مشاغل والله يا رأفت .. بس انا بسأل عليك كل ما اكلم فريد,الدنيا مشاغل والله يا رافت .. بس انا بسال عليك كل ما اكلم فريد,unknown,0.0,13
S0033,33,موقع غير محدد,ليل,رأفت,ولا بيقولي .. مش هتسيبك من الكويت بقى وتيجي مصر ؟,ولا بيقولي .. مش هتسيبك من الكويت بقي وتيجي مصر ؟,unknown,0.0,10
S0033,33,موقع غير محدد,ليل,خيري,لما اشطب على الكويت كلها الاول,لما اشطب علي الكويت كلها الاول,unknown,0.0,6
S0033,33,موقع غير محدد,ليل,رأفت,بتكلم جد والله . .,بتكلم جد والله . .,unknown,0.0,3
S0033,33,موقع غير محدد,ليل,خيري,يا ابني  البلد هناك كلها فلوس .. في كل حتة فلوس .. منين ما تحط ايدك تطلع فلوس وشغل ..   والحكومة بتساعدك  وبتقف جنبك مش زي قرف هنا,يا ابني  البلد هناك كلها فلوس .. في كل حته فلوس .. منين ما تحط ايدك تطلع فلوس وشغل ..  والحكومه بتساعدك  وبتقف جنبك مش زي قرف هنا,unknown,0.0,25
S0033,33,موقع غير محدد,ليل,فريد,بسيرة قرف هنا شوفت الحكومة قالبة الدنيا علية ازاي .. عشان الدرا الصفرا,بسيره قرف هنا شوفت الحكومه قالبه الدنيا عليه ازاي .. عشان الدرا الصفرا,unknown,0.0,12
S0033,33,موقع غير محدد,ليل,خيري,اه سمعت ما هو صندوق النقد الدولي برضه .. مش سيبهم في حالهم .. ازمة علف الدواجن  قالبة الدنيا  .. بس عموما انت قدها وقدود وهتخرج منها,اه سمعت ما هو صندوق النقد الدولي برضه .. مش سيبهم في حالهم .. ازمه علف الدواجن  قالبه الدنيا  .. بس عموما انت قدها وقدود وهتخرج منها,unknown,0.0,24
S0033,33,موقع غير محدد,ليل,خيري,عرفتي ان الملكة فريدة تعبانة,عرفتي ان الملكه فريده تعبانه,unknown,0.0,5
S0033,33,موقع غير محدد,ليل,رأفت,طب انا هستأذنكوا بقى عشان انت فاهم يا اونكل رأفت .. بيزنس وكمان الملكة فريدة بيجيلي عسر هضم,طب انا هستاذنكوا بقي عشان انت فاهم يا اونكل رافت .. بيزنس وكمان الملكه فريده بيجيلي عسر هضم,unknown,0.0,17
S0034,34,موقع غير محدد,ليل,كريم,واصف فايز  عايزك في بطولة ؟,واصف فايز  عايزك في بطوله ؟,unknown,0.0,6
S0034,34,موقع غير محدد,ليل,نور,مش بطولة  مرة واحدة يعني .. تقدر تقول دور مهم وهنزل على الافيش,مش بطوله  مره واحده يعني .. تقدر تقول دور مهم وهنزل علي الافيش,unknown,0.0,12
S0034,34,موقع غير محدد,ليل,كريم,مبروك يا ستي .. ده يوم المنى,مبروك يا ستي .. ده يوم المني,unknown,0.0,6
S0034,34,موقع غير محدد,ليل,نور,المهم .. اسمع بقى اللي جيالك عشانه,المهم .. اسمع بقي اللي جيالك عشانه,unknown,0.0,6
S0035,35,موقع غير محدد,ليل,اميرة,ودي حسابات الشهر اللي فات,ودي حسابات الشهر اللي فات,unknown,0.0,5
S0035,35,موقع غير محدد,ليل,رأفت,تمام .. ممكن كفاية شغل ونروح نسهر في اي حتة ؟ وهي تخرج مجموعة اوراق من دفتر امامها,تمام .. ممكن كفايه شغل ونروح نسهر في اي حته ؟ وهي تخرج مجموعه اوراق من دفتر امامها,unknown,0.0,17
S0035,35,موقع غير محدد,ليل,اميرة,حاجة اخيرة بس .. في 18 بنت فجأة ظهروا في الكباريه بمرتبات بسكن .. وما اعرف شاي تفاصيل عنهم,حاجه اخيره بس .. في 18 بنت فجاه ظهروا في الكباريه بمرتبات بسكن .. وما اعرف شاي تفاصيل عنهم,unknown,0.0,16
S0035,35,موقع غير محدد,ليل,رأفت,يعني ايه الكلام ده ؟,يعني ايه الكلام ده ؟,unknown,0.0,5
S0035,35,موقع غير محدد,ليل,اميرة,زي ما بقولك .. انا متخيلة انك عارف .. انا بسأل بس عشان المرتبات,زي ما بقولك .. انا متخيله انك عارف .. انا بسال بس عشان المرتبات,unknown,0.0,12
S0035,35,موقع غير محدد,ليل,رأفت,ما اعرفش حاجة زي كده .. طب ما اتكلمتيش معاهم ؟,ما اعرفش حاجه زي كده .. طب ما اتكلمتيش معاهم ؟,unknown,0.0,10
S0035,35,موقع غير محدد,ليل,ما بيتكلموش عربي,يزداد استغراب رأفت ثم يترك اميرة ويخرج,يزداد استغراب رافت ثم يترك اميره ويخرج,unknown,0.0,7
S0036,36,موقع غير محدد,ليل,كريم,ايه العك اللي انتي بتعكيه ده  يا نور .. ممثلات ايه وحجاب ايه ؟,ايه العك اللي انتي بتعكيه ده  يا نور .. ممثلات ايه وحجاب ايه ؟,unknown,0.0,13
S0036,36,موقع غير محدد,ليل,نور,يفرق ايه ده عن  شرايط الخطب اللي بتشتغل فيها,يفرق ايه ده عن  شرايط الخطب اللي بتشتغل فيها,unknown,0.0,9
S0036,36,موقع غير محدد,ليل,كريم,يفرق كتير .. ده شغل .. يمكن اكون  مش بصلي .. مش شايف ديني كويس .. لكن مش بضحك على حد .. شيخ محترم بنسجل كلامه .. لكن اللي انتي بتتكلمي فيه ده لبش,يفرق كتير .. ده شغل .. يمكن اكون  مش بصلي .. مش شايف ديني كويس .. لكن مش بضحك علي حد .. شيخ محترم بنسجل كلامه .. لكن اللي انتي بتتكلمي فيه ده لبش,unknown,0.0,28
S0036,36,موقع غير محدد,ليل,نور,وتاجر السلاح اللي مستنيه ينتج .. مش لبش ؟.. فيه  ايه يا كريم .. ده احنا دافنينه سوا ..هتساعدني  ولا اشيل الليلة لوحدي ؟,وتاجر السلاح اللي مستنيه ينتج .. مش لبش ؟.. فيه  ايه يا كريم .. ده احنا دافنينه سوا ..هتساعدني  ولا اشيل الليله لوحدي ؟,unknown,0.0,22
